type	classe	imageName	date	scene	Vmin	Vmax	Vmean	Rmin	Rmax	Rmean	NIRmin	NIRmax	NIRmean	MIRmin	MIRmax	MIRmean	evi2min	evi2max	evi2mean	ndcimin	ndcimax	ndcimean	ndvimin	ndvimax	ndvimean	mntmin	mntmax	mntmean	ndwimin	ndwimax	ndwimean
vegbasse	2	20090905-689-345	20090905	689-345	240	366	344,95	31	40	37,38	55	66	63,12	115	160	147,39	0,36	0,46	0,42	0,55	0,62	0,59	0,22	0,28	0,26	NA	NA	NA	-0,62	-0,55	-0,59
nuage	6	20090905-689-345	20090905	689-345	189	366	300,88	38	236	139,52	60	250	156,64	107	332	234,95	0,03	0,4	0,11	0,14	0,51	0,27	0,02	0,25	0,07	NA	NA	NA	-0,51	-0,14	-0,27
ombre	7	20090905-689-345	20090905	689-345	77	236	105,98	26	37	28,89	46	60	50,03	32	88	44,66	0,38	0,53	0,44	0,08	0,44	0,2	0,24	0,32	0,27	NA	NA	NA	-0,44	-0,08	-0,2
foret	10	20090905-689-345	20090905	689-345	122	312	213,5	27	51	34,15	47	71	56,91	66	126	98,32	0,22	0,51	0,41	0,34	0,57	0,48	0,14	0,31	0,25	NA	NA	NA	-0,57	-0,34	-0,48
foret	10	20090905-689-345	20090905	689-345	122	315	221,1	27	51	34,12	49	73	57,53	64	136	102,99	0,21	0,53	0,42	0,32	0,6	0,5	0,14	0,32	0,26	NA	NA	NA	-0,6	-0,32	-0,5
foret	10	20090905-689-345	20090905	689-345	107	300	208,53	27	48	33,58	47	68	55,66	64	136	103,5	0,21	0,53	0,4	0,38	0,6	0,51	0,14	0,32	0,25	NA	NA	NA	-0,6	-0,38	-0,51
foret	10	20090905-689-345	20090905	689-345	126	308	220,49	27	49	34,66	47	72	57,75	68	123	98,78	0,21	0,51	0,41	0,32	0,56	0,48	0,14	0,3	0,25	NA	NA	NA	-0,56	-0,32	-0,48
frange	8	20090905-689-345	20090905	689-345	190	247	222,31	40	58	47,38	60	81	69,77	99	123	111,69	0,26	0,36	0,31	0,36	0,44	0,41	0,17	0,22	0,19	NA	NA	NA	-0,44	-0,36	-0,41
frange	8	20090905-689-345	20090905	689-345	189	194	191,8	33	47	39,2	55	62	58,4	92	103	96,2	0,21	0,41	0,32	0,35	0,47	0,42	0,14	0,25	0,2	NA	NA	NA	-0,47	-0,35	-0,42
frange	8	20090905-689-345	20090905	689-345	204	225	217,58	40	58	50,25	62	81	71,75	103	107	104,08	0,24	0,35	0,28	0,28	0,44	0,35	0,15	0,22	0,18	NA	NA	NA	-0,44	-0,28	-0,35
frange	8	20090905-689-345	20090905	689-345	183	236	218,64	38	66	50,2	60	88	72,02	102	132	117,52	0,21	0,39	0,29	0,32	0,48	0,4	0,13	0,24	0,18	NA	NA	NA	-0,48	-0,32	-0,4
frange	8	20090905-689-345	20090905	689-345	228	232	230,5	48	59	54,25	72	81	77,5	113	117	115,25	0,25	0,32	0,28	0,33	0,4	0,36	0,16	0,2	0,18	NA	NA	NA	-0,4	-0,33	-0,36
Pinot	11	20090905-689-345	20090905	689-345	217	277	251,66	31	37	32,99	53	60	56	89	102	95,27	0,37	0,48	0,42	0,43	0,53	0,49	0,23	0,29	0,26	NA	NA	NA	-0,53	-0,43	-0,49
Pinot	11	20090905-689-345	20090905	689-345	215	285	249,47	30	34	32,27	52	59	54,73	85	98	91,26	0,38	0,51	0,42	0,44	0,52	0,48	0,23	0,3	0,26	NA	NA	NA	-0,52	-0,44	-0,48
Pinot	11	20090905-689-345	20090905	689-345	208	274	246,57	30	37	33,05	52	60	55,85	87	114	95,08	0,36	0,49	0,42	0,44	0,54	0,48	0,22	0,29	0,26	NA	NA	NA	-0,54	-0,44	-0,48
vegbasse	2	NA	NA	NA	294	493	NA	42	63	NA	72	99	NA	176	249	NA	0,24	0,49	NA	0,54	0,66	NA	0,15	0,29	NA	NA	NA	NA	-0,66	-0,54	NA
vegbasse	2	NA	NA	NA	346	472	NA	48	65	NA	77	101	NA	185	256	NA	0,31	0,42	NA	0,57	0,64	NA	0,19	0,26	NA	NA	NA	NA	-0,64	-0,57	NA
foret	10	NA	NA	NA	129	493	NA	38	350	NA	62	410	NA	78	355	NA	0,04	0,48	NA	0	0,62	NA	0,03	0,29	NA	NA	NA	NA	-0,62	0	NA
foret	10	NA	NA	NA	104	493	NA	34	282	NA	57	305	NA	69	355	NA	0,05	0,5	NA	0,09	0,62	NA	0,03	0,3	NA	NA	NA	NA	-0,62	-0,09	NA
vegbasse	2	NA	NA	NA	414	486	NA	50	56	NA	83	93	NA	234	257	NA	0,36	0,45	NA	0,62	0,67	NA	0,22	0,28	NA	NA	NA	NA	-0,67	-0,62	NA
vegbasse	2	NA	NA	NA	379	486	NA	49	56	NA	82	94	NA	207	253	NA	0,36	0,45	NA	0,6	0,66	NA	0,22	0,28	NA	NA	NA	NA	-0,66	-0,6	NA
vegbasse	2	NA	NA	NA	369	447	NA	50	59	NA	82	91	NA	211	235	NA	0,31	0,42	NA	0,59	0,64	NA	0,19	0,26	NA	NA	NA	NA	-0,64	-0,59	NA
vegbasse	2	NA	NA	NA	402	493	NA	48	57	NA	80	86	NA	213	241	NA	0,31	0,46	NA	0,6	0,66	NA	0,2	0,28	NA	NA	NA	NA	-0,66	-0,6	NA
nuage	6	NA	NA	NA	294	420	NA	46	56	NA	75	91	NA	167	197	NA	0,32	0,44	NA	0,53	0,59	NA	0,2	0,27	NA	NA	NA	NA	-0,59	-0,53	NA
ombre	7	NA	NA	NA	278	422	NA	46	59	NA	77	90	NA	175	211	NA	0,29	0,43	NA	0,52	0,62	NA	0,18	0,26	NA	NA	NA	NA	-0,62	-0,52	NA
frange	8	NA	NA	NA	323	402	NA	49	52	NA	80	85	NA	182	204	NA	0,36	0,41	NA	0,56	0,61	NA	0,22	0,25	NA	NA	NA	NA	-0,61	-0,56	NA
frange	8	NA	NA	NA	296	422	NA	48	56	NA	78	91	NA	185	210	NA	0,32	0,43	NA	0,56	0,62	NA	0,2	0,26	NA	NA	NA	NA	-0,62	-0,56	NA
vegbasse	2	NA	NA	NA	263	470	NA	46	64	NA	75	94	NA	170	267	NA	0,25	0,41	NA	0,55	0,65	NA	0,16	0,25	NA	NA	NA	NA	-0,65	-0,55	NA
vegbasse	2	NA	NA	NA	337	424	NA	49	65	NA	82	91	NA	193	241	NA	0,26	0,42	NA	0,55	0,62	NA	0,17	0,26	NA	NA	NA	NA	-0,62	-0,55	NA
foret	10	NA	NA	NA	251	457	NA	42	67	NA	72	93	NA	172	224	NA	0,19	0,47	NA	0,49	0,66	NA	0,12	0,28	NA	NA	NA	NA	-0,66	-0,49	NA
vegbasse	2	NA	NA	NA	246	430	NA	45	68	NA	72	99	NA	158	239	NA	0,26	0,42	NA	0,53	0,62	NA	0,16	0,26	NA	NA	NA	NA	-0,62	-0,53	NA
vegbasse	2	NA	NA	NA	282	493	NA	45	68	NA	77	101	NA	188	239	NA	0,26	0,46	NA	0,52	0,64	NA	0,17	0,28	NA	NA	NA	NA	-0,64	-0,52	NA
foret	10	NA	NA	NA	265	468	NA	43	72	NA	72	99	NA	153	211	NA	0,21	0,5	NA	0,45	0,63	NA	0,13	0,3	NA	NA	NA	NA	-0,63	-0,45	NA
vegbasse	2	NA	NA	NA	265	490	NA	43	72	NA	72	96	NA	179	242	NA	0,22	0,45	NA	0,54	0,65	NA	0,14	0,28	NA	NA	NA	NA	-0,65	-0,54	NA
vegbasse	2	NA	NA	NA	278	402	NA	46	67	NA	77	99	NA	178	234	NA	0,24	0,42	NA	0,53	0,61	NA	0,15	0,26	NA	NA	NA	NA	-0,61	-0,53	NA
roche	4	NA	NA	NA	158	311	NA	60	111	NA	75	114	NA	221	328	NA	-0,04	0,21	NA	0,46	0,65	NA	-0,03	0,13	NA	NA	NA	NA	-0,65	-0,46	NA
vegbasse	2	NA	NA	NA	294	466	NA	43	57	NA	75	98	NA	179	235	NA	0,34	0,47	NA	0,56	0,66	NA	0,21	0,29	NA	NA	NA	NA	-0,66	-0,56	NA
foret	10	NA	NA	NA	174	451	NA	37	75	NA	64	104	NA	93	217	NA	0,21	0,48	NA	0,36	0,64	NA	0,13	0,29	NA	NA	NA	NA	-0,64	-0,36	NA
vegbasse	2	NA	NA	NA	123	430	NA	35	54	NA	59	86	NA	78	196	NA	0,29	0,47	NA	0,32	0,59	NA	0,18	0,28	NA	NA	NA	NA	-0,59	-0,32	NA
roche	1	NA	NA	NA	174	366	NA	49	107	NA	77	107	NA	174	316	NA	-0,02	0,39	NA	0,45	0,65	NA	-0,01	0,24	NA	NA	NA	NA	-0,65	-0,45	NA
roche	4	NA	NA	NA	180	358	NA	50	101	NA	74	106	NA	170	310	NA	-0,01	0,36	NA	0,43	0,63	NA	-0,01	0,22	NA	NA	NA	NA	-0,63	-0,43	NA
roche	10	NA	NA	NA	236	342	NA	53	89	NA	80	98	NA	178	249	NA	0,05	0,32	NA	0,46	0,56	NA	0,04	0,2	NA	NA	NA	NA	-0,56	-0,46	NA
roche	10	NA	NA	NA	215	377	NA	49	104	NA	78	104	NA	181	323	NA	-0,04	0,41	NA	0,45	0,61	NA	-0,02	0,25	NA	NA	NA	NA	-0,61	-0,45	NA
roche	4	NA	NA	NA	176	383	NA	50	115	NA	78	111	NA	179	324	NA	-0,06	0,39	NA	0,41	0,62	NA	-0,04	0,24	NA	NA	NA	NA	-0,62	-0,41	NA
foret	10	NA	NA	NA	271	431	NA	42	60	NA	72	99	NA	157	231	NA	0,32	0,5	NA	0,52	0,63	NA	0,2	0,3	NA	NA	NA	NA	-0,63	-0,52	NA
djogounpete	1	NA	NA	NA	246	428	NA	43	80	NA	72	102	NA	154	204	NA	0,19	0,48	NA	0,38	0,65	NA	0,12	0,29	NA	NA	NA	NA	-0,65	-0,38	NA
foret	10	NA	NA	NA	263	464	NA	42	83	NA	72	106	NA	168	235	NA	0,14	0,5	NA	0,41	0,65	NA	0,09	0,3	NA	NA	NA	NA	-0,65	-0,41	NA
nuage	10	NA	NA	NA	309	493	NA	146	350	NA	164	384	NA	313	355	NA	0,02	0,1	NA	0,01	0,36	NA	0,01	0,07	NA	NA	NA	NA	-0,36	-0,01	NA
ombre	7	NA	NA	NA	102	145	NA	32	39	NA	57	65	NA	62	89	NA	0,39	0,49	NA	0,3	0,41	NA	0,24	0,3	NA	NA	NA	NA	-0,41	-0,3	NA
frange	8	NA	NA	NA	358	379	NA	82	124	NA	109	148	NA	225	266	NA	0,12	0,26	NA	0,36	0,47	NA	0,08	0,17	NA	NA	NA	NA	-0,47	-0,36	NA
foret	10	NA	NA	NA	255	466	NA	43	72	NA	72	102	NA	168	225	NA	0,21	0,48	NA	0,45	0,65	NA	0,14	0,29	NA	NA	NA	NA	-0,65	-0,45	NA
roche	4	NA	NA	NA	220	337	NA	52	94	NA	82	104	NA	189	287	NA	0,06	0,36	NA	0,46	0,58	NA	0,04	0,22	NA	NA	NA	NA	-0,58	-0,46	NA
vegbasse	2	NA	NA	NA	395	493	NA	48	59	NA	80	101	NA	213	266	NA	0,34	0,46	NA	0,6	0,65	NA	0,21	0,28	NA	NA	NA	NA	-0,65	-0,6	NA
vegbasse	2	NA	NA	NA	410	493	NA	50	60	NA	82	94	NA	235	260	NA	0,32	0,43	NA	0,62	0,66	NA	0,2	0,26	NA	NA	NA	NA	-0,66	-0,62	NA
